age,gender,country,level_education,job,programming_experience,programming_languages,programming_language_learning_first,computing_platform,used_TPU,used_ml_methods,primary_tool_analyze_data,salary
45-49,Woman,Netherlands,Master’s degree,Data Scientist,20+ years,Python,SQL,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","40,000-49,999"
45-49,Man,South Korea,No formal education past high school,Data Scientist,5-10 years,Python,Javascript,A laptop,2-5 times,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","10,000-14,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,SQL,A laptop,Never,3-4 years,Other,"125,000-149,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","300,000-499,999"
45-49,Man,Russia,Master’s degree,Data Scientist,3-5 years,Python,SQL,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
45-49,Man,Israel,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
45-49,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","125,000-149,999"
45-49,Man,Canada,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,More than 25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Man,South Korea,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",6-25 times,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
45-49,Man,Other,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A laptop,2-5 times,3-4 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","3,000-3,999"
45-49,Man,Italy,Master’s degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","80,000-89,999"
45-49,Man,United States of America,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","125,000-149,999"
45-49,Man,Other,Master’s degree,Data Scientist,20+ years,Python,SQL,A personal computer / desktop,Never,20 or more years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","40,000-49,999"
45-49,Man,South Korea,No formal education past high school,Data Scientist,20+ years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
45-49,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Man,Argentina,Master’s degree,Data Scientist,< 1 years,Python,Python,A laptop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","20,000-24,999"
45-49,Man,Japan,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,I do not use machine learning methods,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","300,000-499,999"
45-49,Prefer to self-describe,Canada,Bachelor’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","70,000-79,999"
45-49,Man,Other,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
45-49,Woman,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,Never,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","125,000-149,999"
45-49,Woman,Australia,Doctoral degree,Data Scientist,20+ years,Python,C++,A personal computer / desktop,Never,3-4 years,Other,$0-999
45-49,Man,Brazil,Bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,I do not use machine learning methods,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","40,000-49,999"
45-49,Man,Japan,Professional doctorate,Data Scientist,10-20 years,Python,R,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
45-49,Man,South Korea,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","1,000-1,999"
45-49,Man,Norway,Doctoral degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",6-25 times,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
45-49,Man,India,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Once,4-5 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","60,000-69,999"
45-49,Woman,Greece,Master’s degree,Data Scientist,10-20 years,Python,Other,A laptop,Once,5-10 years,"Advanced statistical software (SPSS, SAS, etc.)","150,000-199,999"
50-54,Man,Australia,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Man,Indonesia,Master’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
50-54,Man,Indonesia,Master’s degree,Data Scientist,20+ years,Python,SQL,A laptop,More than 25 times,20 or more years,Other,"$500,000-999,999"
50-54,Man,Argentina,Master’s degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
50-54,Man,Germany,Master’s degree,Data Scientist,20+ years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Never,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","125,000-149,999"
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,10-20 years,"Advanced statistical software (SPSS, SAS, etc.)","80,000-89,999"
50-54,Man,Canada,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,6-25 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
50-54,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,More than 25 times,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
50-54,Woman,Canada,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Once,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
50-54,Prefer not to say,Sri Lanka,Master’s degree,Data Scientist,3-5 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Woman,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,10-20 years,"Advanced statistical software (SPSS, SAS, etc.)","15,000-19,999"
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","125,000-149,999"
50-54,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,Python,A laptop,2-5 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
50-54,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years,Python,Python,A laptop,2-5 times,Under 1 year,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","2,000-2,999"
50-54,Woman,United States of America,Master’s degree,Data Scientist,20+ years,Python,Other,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
50-54,Woman,United States of America,Master’s degree,Data Scientist,1-3 years,Python,Python,A laptop,Never,Under 1 year,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
50-54,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,SQL,A laptop,Never,20 or more years,"Advanced statistical software (SPSS, SAS, etc.)","150,000-199,999"
50-54,Man,South Korea,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,2-3 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","40,000-49,999"
50-54,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,Python,SQL,A laptop,Never,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
50-54,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,2-5 times,4-5 years,Other,"250,000-299,999"
50-54,Man,India,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,5-10 years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","2,000-2,999"
50-54,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
50-54,Woman,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A laptop,6-25 times,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
50-54,Man,Indonesia,Doctoral degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","1,000-1,999"
50-54,Woman,United States of America,Master’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,3-4 years,"Local development environments (RStudio, JupyterLab, etc.)","100,000-124,999"
50-54,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
50-54,Man,Japan,Master’s degree,Data Scientist,5-10 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Man,Kazakhstan,Doctoral degree,Data Scientist,20+ years,Python,R,A laptop,Never,20 or more years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","25,000-29,999"
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",Never,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
50-54,Man,United States of America,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Never,Under 1 year,Other,$0-999
50-54,Man,United States of America,Bachelor’s degree,Data Scientist,10-20 years,Python,Python,A laptop,Once,5-10 years,Other,"200,000-249,999"
50-54,Man,United States of America,Master’s degree,Data Scientist,10-20 years,Python,Python,A personal computer / desktop,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
50-54,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,R,A laptop,2-5 times,4-5 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","200,000-249,999"
50-54,Man,Germany,Doctoral degree,Data Scientist,10-20 years,Python,Python,A laptop,6-25 times,10-20 years,"Local development environments (RStudio, JupyterLab, etc.)","60,000-69,999"
50-54,Prefer not to say,United States of America,Doctoral degree,Data Scientist,20+ years,Python,Python,A personal computer / desktop,Never,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Man,Brazil,Doctoral degree,Data Scientist,20+ years,Python,Python,A laptop,Never,4-5 years,"Local development environments (RStudio, JupyterLab, etc.)","30,000-39,999"
50-54,Man,Turkey,Bachelor’s degree,Data Scientist,3-5 years,Python,Python,A personal computer / desktop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)","7,500-9,999"
50-54,Man,United States of America,Bachelor’s degree,Data Scientist,20+ years,Python,Python,A laptop,More than 25 times,10-20 years,"Advanced statistical software (SPSS, SAS, etc.)","200,000-249,999"
50-54,Man,India,Master’s degree,Data Scientist,10-20 years,Python,Python,"A deep learning workstation (NVIDIA GTX, LambdaLabs, etc)",Once,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","150,000-199,999"
50-54,Man,Japan,Doctoral degree,Data Scientist,20+ years,Python,SQL,A laptop,Never,2-3 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Man,Japan,Master’s degree,Data Scientist,20+ years,Python,Python,A laptop,More than 25 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","90,000-99,999"
50-54,Woman,United States of America,Master’s degree,Data Scientist,20+ years,Python,Python,Other,Never,20 or more years,Other,"150,000-199,999"
50-54,Man,Italy,Master’s degree,Data Scientist,1-3 years,Python,Python,A personal computer / desktop,2-5 times,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)",$0-999
50-54,Woman,Spain,Bachelor’s degree,Data Scientist,< 1 years,Python,Python,A personal computer / desktop,Never,1-2 years,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)","3,000-3,999"
50-54,Man,Argentina,Master’s degree,Data Scientist,5-10 years,Python,Python,A personal computer / desktop,Once,1-2 years,"Local development environments (RStudio, JupyterLab, etc.)","5,000-7,499"
50-54,Man,Portugal,Doctoral degree,Data Scientist,10-20 years,Python,Python,Other,Never,5-10 years,"Local development environments (RStudio, JupyterLab, etc.)","50,000-59,999"
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years,Python,Python,"A cloud computing platform (AWS, Azure, GCP, hosted notebooks, etc)",More than 25 times,20 or more years,"Local development environments (RStudio, JupyterLab, etc.)","200,000-249,999"
50-54,Man,India,Doctoral degree,Data Scientist,20+ years,Python,MATLAB,A personal computer / desktop,Never,20 or more years,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)","30,000-39,999"
